trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
502,False,"{'a': 0.2, 'e': 0.6051667933504074}",25,0,-113.75359705456364,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
503,False,"{'a': 0.2, 'e': 0.6045616265570569}",25,0,-68.53936699856004,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
504,False,"{'a': 0.2, 'e': 0.6039570649304998}",25,13,-25.853116709354204,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
505,False,"{'a': 0.2, 'e': 0.6033531078655693}",25,10,-24.685684601544036,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
506,False,"{'a': 0.2, 'e': 0.6027497547577038}",25,8,-13.447367933931984,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
507,False,"{'a': 0.2, 'e': 0.602147005002946}",30,0,-42.698359531174226,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
508,False,"{'a': 0.2, 'e': 0.6015448579979431}",30,16,-13.085772212147747,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
509,False,"{'a': 0.2, 'e': 0.6009433131399452}",25,15,-8.449616202294752,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.2, 'e': 0.6003423698268052}",30,0,-189.326944236725,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
511,False,"{'a': 0.2, 'e': 0.5997420274569785}",30,0,-86.68656996222364,"{0: 22, 1: 5, 2: 1, 3: 0, 4: 2}",0
512,False,"{'a': 0.2, 'e': 0.5991422854295215}",20,0,10.073313211059247,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
513,False,"{'a': 0.2, 'e': 0.598543143144092}",35,8,-53.01535892185947,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 1}",1
514,False,"{'a': 0.2, 'e': 0.5979446000009478}",20,16,9.987575660327778,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.2, 'e': 0.5973466554009469}",20,0,8.118854175380847,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
516,False,"{'a': 0.2, 'e': 0.596749308745546}",30,17,-10.439462915589278,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
517,False,"{'a': 0.2, 'e': 0.5961525594368005}",25,14,-51.37565364484672,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
518,False,"{'a': 0.2, 'e': 0.5955564068773637}",20,7,-10.15309913150787,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
519,False,"{'a': 0.2, 'e': 0.5949608504704863}",30,9,-77.95067439563528,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 1}",1
520,False,"{'a': 0.2, 'e': 0.5943658896200158}",20,15,3.9771910877036447,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.2, 'e': 0.5937715237303958}",25,0,-7.436976298923671,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
522,False,"{'a': 0.2, 'e': 0.5931777522066654}",20,0,-2.5004675969298162,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
523,False,"{'a': 0.2, 'e': 0.5925845744544587}",20,0,-47.887560410998205,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
524,False,"{'a': 0.2, 'e': 0.5919919898800042}",20,3,-64.37260297516387,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 2}",1
525,False,"{'a': 0.2, 'e': 0.5913999978901242}",20,0,-66.48956013900938,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
526,False,"{'a': 0.2, 'e': 0.590808597892234}",35,0,-60.66136395395405,"{0: 30, 1: 2, 2: 1, 3: 0, 4: 2}",0
527,False,"{'a': 0.2, 'e': 0.5902177892943418}",20,0,-24.313080357207774,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
528,False,"{'a': 0.2, 'e': 0.5896275715050474}",25,7,4.973160320968316,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
529,False,"{'a': 0.2, 'e': 0.5890379439335424}",25,5,-53.27242550893827,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
530,False,"{'a': 0.2, 'e': 0.5884489059896089}",20,0,-127.39394889658173,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
531,False,"{'a': 0.2, 'e': 0.5878604570836192}",25,0,-48.038145665341546,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
532,False,"{'a': 0.2, 'e': 0.5872725966265356}",20,4,-69.51350824070127,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
533,False,"{'a': 0.2, 'e': 0.5866853240299091}",20,0,-13.549145504861896,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
534,False,"{'a': 0.2, 'e': 0.5860986387058792}",25,0,-75.48202294655233,"{0: 19, 1: 0, 2: 2, 3: 4, 4: 0}",0
535,False,"{'a': 0.2, 'e': 0.5855125400671733}",25,3,-36.86024856828584,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 0}",1
536,False,"{'a': 0.2, 'e': 0.5849270275271061}",30,0,-165.9740907236081,"{0: 17, 1: 6, 2: 4, 3: 0, 4: 3}",0
537,False,"{'a': 0.2, 'e': 0.584342100499579}",25,20,7.987594505603097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.2, 'e': 0.5837577583990794}",20,0,-54.244870902361754,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
539,False,"{'a': 0.2, 'e': 0.5831740006406804}",20,0,22.347823472216515,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
540,False,"{'a': 0.2, 'e': 0.5825908266400397}",25,0,-56.15890727723387,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
541,False,"{'a': 0.2, 'e': 0.5820082358133997}",20,1,-45.84810018533215,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
542,False,"{'a': 0.2, 'e': 0.5814262275775862}",20,13,0.37864457416295694,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.2, 'e': 0.5808448013500086}",25,7,17.774719695668914,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.2, 'e': 0.5802639565486586}",25,0,-86.15280690776437,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
545,False,"{'a': 0.2, 'e': 0.57968369259211}",20,0,-46.154360183269716,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
546,False,"{'a': 0.2, 'e': 0.5791040088995179}",25,10,-47.21232252533946,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
547,False,"{'a': 0.2, 'e': 0.5785249048906184}",20,0,-35.11601896525252,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
548,False,"{'a': 0.2, 'e': 0.5779463799857277}",20,0,-40.67638609781694,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
549,False,"{'a': 0.2, 'e': 0.577368433605742}",20,3,-5.073322326365636,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
550,False,"{'a': 0.2, 'e': 0.5767910651721362}",20,10,-4.425348351712707,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.2, 'e': 0.576214274106964}",25,0,-67.48591715607101,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
552,False,"{'a': 0.2, 'e': 0.5756380598328571}",30,0,-137.6057398833945,"{0: 22, 1: 3, 2: 1, 3: 1, 4: 3}",0
553,False,"{'a': 0.2, 'e': 0.5750624217730242}",25,0,-136.4117254131692,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
554,False,"{'a': 0.2, 'e': 0.5744873593512512}",30,18,-41.93190317760468,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
555,False,"{'a': 0.2, 'e': 0.5739128719918999}",20,11,-8.784532360511392,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
556,False,"{'a': 0.2, 'e': 0.573338959119908}",25,10,-44.391544540936934,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
557,False,"{'a': 0.2, 'e': 0.572765620160788}",25,2,-10.498926392795756,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
558,False,"{'a': 0.2, 'e': 0.5721928545406272}",20,6,-40.85403541956723,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
559,False,"{'a': 0.2, 'e': 0.5716206616860866}",25,2,-62.440492368225755,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
560,False,"{'a': 0.2, 'e': 0.5710490410244006}",20,10,-6.320699966544683,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
561,False,"{'a': 0.2, 'e': 0.5704779919833761}",20,0,-4.756920118090636,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
562,False,"{'a': 0.2, 'e': 0.5699075139913927}",20,0,-61.49557488652191,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
563,False,"{'a': 0.2, 'e': 0.5693376064774013}",20,0,-60.68064953771615,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
564,False,"{'a': 0.2, 'e': 0.5687682688709239}",25,0,-47.78899131885727,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
565,False,"{'a': 0.2, 'e': 0.5681995006020529}",25,0,-171.3563524058796,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
566,False,"{'a': 0.2, 'e': 0.5676313011014509}",30,9,-46.5618436084938,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 1}",1
567,False,"{'a': 0.2, 'e': 0.5670636698003494}",20,10,4.198430867944656,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.2, 'e': 0.5664966061305491}",20,7,-0.3795109367575762,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.2, 'e': 0.5659301095244186}",20,6,3.4166172457578425,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.2, 'e': 0.5653641794148941}",25,0,5.79146401667972,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
571,False,"{'a': 0.2, 'e': 0.5647988152354793}",25,8,-96.50367772842269,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
572,False,"{'a': 0.2, 'e': 0.5642340164202437}",25,0,-0.4953491741440115,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
573,False,"{'a': 0.2, 'e': 0.5636697824038235}",20,13,15.068960185514763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.2, 'e': 0.5631061126214196}",20,0,19.429728934929784,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
575,False,"{'a': 0.2, 'e': 0.5625430065087982}",30,1,-108.21937692694942,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 2}",1
576,False,"{'a': 0.2, 'e': 0.5619804635022894}",20,7,-64.3963224448734,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
577,False,"{'a': 0.2, 'e': 0.561418483038787}",30,19,4.473659240888063,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.2, 'e': 0.5608570645557482}",20,0,-65.99330549721842,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
579,False,"{'a': 0.2, 'e': 0.5602962074911925}",25,0,-33.895351117382674,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
580,False,"{'a': 0.2, 'e': 0.5597359112837013}",20,0,-61.169299872975486,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
581,False,"{'a': 0.2, 'e': 0.5591761753724176}",20,9,6.426940378710613,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
582,False,"{'a': 0.2, 'e': 0.5586169991970452}",30,14,0.4783855681236875,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
583,False,"{'a': 0.2, 'e': 0.5580583821978482}",25,0,-125.0213974995116,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
584,False,"{'a': 0.2, 'e': 0.5575003238156504}",30,0,-16.40541041928092,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
585,False,"{'a': 0.2, 'e': 0.5569428234918348}",20,13,3.927645611487344,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.2, 'e': 0.5563858806683429}",20,10,-34.0207239375395,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
587,False,"{'a': 0.2, 'e': 0.5558294947876746}",25,0,-97.65845955113359,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
588,False,"{'a': 0.2, 'e': 0.5552736652928869}",30,0,-62.156212483465296,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
589,False,"{'a': 0.2, 'e': 0.5547183916275941}",25,7,9.564776634137324,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.2, 'e': 0.5541636732359665}",30,11,-25.613388385622574,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
591,False,"{'a': 0.2, 'e': 0.5536095095627305}",30,9,-78.66770711292999,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 1}",1
592,False,"{'a': 0.2, 'e': 0.5530559000531677}",20,0,-113.29414338384623,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
593,False,"{'a': 0.2, 'e': 0.5525028441531146}",20,9,-14.97878081821827,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
594,False,"{'a': 0.2, 'e': 0.5519503413089615}",25,19,9.484929964373299,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.2, 'e': 0.5513983909676525}",30,14,-13.529891900813245,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
596,False,"{'a': 0.2, 'e': 0.5508469925766849}",30,14,-15.618527279171284,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.2, 'e': 0.5502961455841082}",30,0,-65.3863648465474,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
598,False,"{'a': 0.2, 'e': 0.5497458494385241}",35,19,3.4301193262783425,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.2, 'e': 0.5491961035890855}",35,22,-32.83977577658999,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
600,False,"{'a': 0.2, 'e': 0.5486469074854965}",30,18,-36.694276697891894,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
601,False,"{'a': 0.2, 'e': 0.548098260578011}",25,0,-7.825801576994129,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
602,False,"{'a': 0.2, 'e': 0.547550162317433}",25,7,-0.9433905706390211,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
603,False,"{'a': 0.2, 'e': 0.5470026121551156}",20,0,-35.841729922008696,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
604,False,"{'a': 0.2, 'e': 0.5464556095429605}",25,14,20.109354467542637,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.2, 'e': 0.5459091539334175}",20,0,-63.53977338917728,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
606,False,"{'a': 0.2, 'e': 0.5453632447794842}",25,6,0.522071142388653,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
607,False,"{'a': 0.2, 'e': 0.5448178815347047}",30,0,-16.6744246438512,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",1
608,False,"{'a': 0.2, 'e': 0.54427306365317}",20,0,-71.5693207856735,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
609,False,"{'a': 0.2, 'e': 0.5437287905895168}",30,3,-60.02018146376939,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 1}",1
610,False,"{'a': 0.2, 'e': 0.5431850617989273}",20,0,-91.81576202995478,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
611,False,"{'a': 0.2, 'e': 0.5426418767371284}",25,2,-62.30800604147656,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
612,False,"{'a': 0.2, 'e': 0.5420992348603912}",20,15,-2.616169298180365,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.2, 'e': 0.5415571356255309}",25,2,-43.41484923762309,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
614,False,"{'a': 0.2, 'e': 0.5410155784899053}",20,0,-47.60796304932979,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
615,False,"{'a': 0.2, 'e': 0.5404745629114154}",35,0,-56.13591061770805,"{0: 29, 1: 1, 2: 3, 3: 1, 4: 1}",1
616,False,"{'a': 0.2, 'e': 0.539934088348504}",25,7,-75.51098096515129,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
617,False,"{'a': 0.2, 'e': 0.5393941542601555}",25,12,-15.429163017321851,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
618,False,"{'a': 0.2, 'e': 0.5388547601058953}",20,0,-35.843299293735974,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
619,False,"{'a': 0.2, 'e': 0.5383159053457894}",20,5,-5.556578169722021,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.2, 'e': 0.5377775894404436}",30,0,-52.98552941675759,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
621,False,"{'a': 0.2, 'e': 0.5372398118510032}",30,19,-20.757662910558768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
622,False,"{'a': 0.2, 'e': 0.5367025720391522}",25,8,-22.79858863633262,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
623,False,"{'a': 0.2, 'e': 0.536165869467113}",20,0,-5.700147808845438,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
624,False,"{'a': 0.2, 'e': 0.5356297035976458}",20,0,-77.98485991812538,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
625,False,"{'a': 0.2, 'e': 0.5350940738940482}",20,7,-11.817631523959855,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
626,False,"{'a': 0.2, 'e': 0.5345589798201541}",30,0,-3.5445841689949784,"{0: 24, 1: 5, 2: 1, 3: 0, 4: 0}",0
627,False,"{'a': 0.2, 'e': 0.534024420840334}",20,0,-67.69798081565882,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
628,False,"{'a': 0.2, 'e': 0.5334903964194936}",20,5,-15.732835831546193,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
629,False,"{'a': 0.2, 'e': 0.5329569060230741}",20,0,-25.550080416748635,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
630,False,"{'a': 0.2, 'e': 0.532423949117051}",20,2,-35.14696537289857,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
631,False,"{'a': 0.2, 'e': 0.531891525167934}",30,0,-102.47689131543915,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
632,False,"{'a': 0.2, 'e': 0.5313596336427661}",30,0,-61.445574202709096,"{0: 23, 1: 1, 2: 3, 3: 3, 4: 0}",0
633,False,"{'a': 0.2, 'e': 0.5308282740091232}",25,11,-95.2970302914338,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
634,False,"{'a': 0.2, 'e': 0.5302974457351142}",20,5,-35.085266806597915,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
635,False,"{'a': 0.2, 'e': 0.5297671482893791}",20,0,-25.53923044796732,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
636,False,"{'a': 0.2, 'e': 0.5292373811410898}",30,0,-164.1688194013129,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
637,False,"{'a': 0.2, 'e': 0.5287081437599487}",30,12,-25.423860460236483,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
638,False,"{'a': 0.2, 'e': 0.5281794356161887}",20,0,-62.42852737293171,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
639,False,"{'a': 0.2, 'e': 0.5276512561805725}",25,13,-33.861844910624285,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
640,False,"{'a': 0.2, 'e': 0.5271236049243919}",30,0,12.523073329899685,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
641,False,"{'a': 0.2, 'e': 0.5265964813194676}",20,3,1.247726351823812,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.2, 'e': 0.5260698848381481}",20,1,-12.16519193434986,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
643,False,"{'a': 0.2, 'e': 0.5255438149533099}",25,2,15.470850741785668,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.2, 'e': 0.5250182711383566}",20,0,-63.994667683276084,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
645,False,"{'a': 0.2, 'e': 0.5244932528672183}",20,6,-12.227123896012928,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
646,False,"{'a': 0.2, 'e': 0.5239687596143511}",25,0,-28.13799435313065,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
647,False,"{'a': 0.2, 'e': 0.5234447908547367}",20,0,-55.96437158188022,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
648,False,"{'a': 0.2, 'e': 0.522921346063882}",20,9,-15.07941590296624,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
649,False,"{'a': 0.2, 'e': 0.522398424717818}",20,2,-56.34197363665898,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
650,False,"{'a': 0.2, 'e': 0.5218760262931003}",20,13,-27.48688822159455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
651,False,"{'a': 0.2, 'e': 0.5213541502668072}",20,0,-45.73311660827655,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
652,False,"{'a': 0.2, 'e': 0.5208327961165404}",30,9,23.985118914076363,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.2, 'e': 0.5203119633204238}",20,0,-34.47329096509486,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
654,False,"{'a': 0.2, 'e': 0.5197916513571034}",30,10,-16.86201781768714,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
655,False,"{'a': 0.2, 'e': 0.5192718597057463}",25,11,-37.53807046862467,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
656,False,"{'a': 0.2, 'e': 0.5187525878460405}",20,5,-21.15130177772435,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 0}",1
657,False,"{'a': 0.2, 'e': 0.5182338352581944}",30,4,-6.705596390166851,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
658,False,"{'a': 0.2, 'e': 0.5177156014229363}",20,4,-35.4817671425758,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
659,False,"{'a': 0.2, 'e': 0.5171978858215134}",25,0,7.090030683051721,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
660,False,"{'a': 0.2, 'e': 0.5166806879356919}",20,8,-20.02382057599656,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
661,False,"{'a': 0.2, 'e': 0.5161640072477562}",20,0,-30.504438324047513,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
662,False,"{'a': 0.2, 'e': 0.5156478432405085}",30,16,-22.903051756802746,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
663,False,"{'a': 0.2, 'e': 0.515132195397268}",25,20,5.366225686570264,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.2, 'e': 0.5146170632018707}",25,18,12.38370680861867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.2, 'e': 0.5141024461386688}",25,0,-52.40940707434646,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
666,False,"{'a': 0.2, 'e': 0.5135883436925301}",20,13,10.895298518627303,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.2, 'e': 0.5130747553488376}",30,0,-131.75152625106634,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
668,False,"{'a': 0.2, 'e': 0.5125616805934888}",25,6,-3.5624933477023584,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
669,False,"{'a': 0.2, 'e': 0.5120491189128954}",20,10,-6.2793755090856616,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.2, 'e': 0.5115370697939825}",25,9,-51.26027610583341,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
671,False,"{'a': 0.2, 'e': 0.5110255327241885}",20,8,-22.324512245004282,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
672,False,"{'a': 0.2, 'e': 0.5105145071914643}",20,3,-55.50882514524026,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
673,False,"{'a': 0.2, 'e': 0.5100039926842729}",20,11,-48.53383693519567,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
674,False,"{'a': 0.2, 'e': 0.5094939886915886}",25,9,25.986537030244076,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.2, 'e': 0.508984494702897}",30,0,-54.37875366848169,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
676,False,"{'a': 0.2, 'e': 0.508475510208194}",25,0,-61.6220699933346,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
677,False,"{'a': 0.2, 'e': 0.5079670346979859}",20,8,-28.770398729863206,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
678,False,"{'a': 0.2, 'e': 0.5074590676632879}",30,8,-97.70224935994472,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 2}",1
679,False,"{'a': 0.2, 'e': 0.5069516085956246}",25,13,-1.0136323783937025,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
680,False,"{'a': 0.2, 'e': 0.506444656987029}",20,0,-73.76042302237094,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
681,False,"{'a': 0.2, 'e': 0.505938212330042}",20,0,4.974891395586949,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
682,False,"{'a': 0.2, 'e': 0.505432274117712}",20,11,4.910153237620559,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.2, 'e': 0.5049268418435943}",25,5,-92.09041180421485,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
684,False,"{'a': 0.2, 'e': 0.5044219150017507}",30,14,-25.888430087552724,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
685,False,"{'a': 0.2, 'e': 0.5039174930867489}",25,5,-53.936587306859536,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
